App Version Code,App Version Name,Developer Reply Date and Time,Developer Reply Millis Since Epoch,Developer Reply Text,developer_last_updated_time,Device,firefox_major_version,id,Package Name,Review Last Update Date and Time,Review Last Update Millis Since Epoch,Review Link,Review Submit Date and Time,Review Submit Millis Since Epoch,Review Text,Review Title,review_last_updated_time,review_submitted_time,Reviewer Language,Star Rating,star_rating,synthetic_developer_should_have_replied_but_did_not_reply
null,null,"2018-06-08T08:52:47Z","1528447967224","Hi. Sometimes add-ons crash Firefox. Try uninstalling add-ons in Firefox menu - Add-ons. Also, check that you are using the latest version of Firefox and that you are not missing any Android updates. https://mzl.la/1mWdtIJ ^pw",2018-06-08T08:52:47Z,"cygni",,"gp:AOqpTOF_t3oC3GxedsCs39gcnFS5xNxEUHh3INJkIOGUoGzf7h5_aSge2mmJod7XYc58Lim-D15_5KbjIwd09g","org.mozilla.firefox","2018-05-01T21:10:17Z","1525209017995","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOF_t3oC3GxedsCs39gcnFS5xNxEUHh3INJkIOGUoGzf7h5_aSge2mmJod7XYc58Lim-D15_5KbjIwd09g","2018-05-01T21:09:52Z","1525208992978","Still Crashes",null,2018-05-01T21:10:17Z,2018-05-01T21:09:52Z,"en","1",1,false
null,null,"2018-06-08T08:52:46Z","1528447966157","Hi. We’re sorry you’re having trouble with Firefox. Perhaps we can help solve your problem on the Support Forum - lots of people are there to provide one on one help. https://mzl.la/2sGCzQN ^pw",2018-06-08T08:52:46Z,"S1a40",,"gp:AOqpTOFYiHnkXbcvFlVOFtZ8GjyiazzOafVKPA0ee9eElZjt56Zo0eJmkTo1ztf1R6egEQiLUegWAEJP2qOo8g","org.mozilla.firefox","2018-05-01T22:34:55Z","1525214095007","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOFYiHnkXbcvFlVOFtZ8GjyiazzOafVKPA0ee9eElZjt56Zo0eJmkTo1ztf1R6egEQiLUegWAEJP2qOo8g","2018-05-01T22:34:06Z","1525214046153","Simply garbage.",null,2018-05-01T22:34:55Z,2018-05-01T22:34:06Z,"en","1",1,false
"2015548473","59.0.2","2018-06-14T22:49:45Z","1529016585847","Hi. Please ensure you download Firefox from the Play app store to avoid fake downloads and malware. ^pw",2018-06-14T22:49:45Z,"j2xlteins",59,"gp:AOqpTOGDWX6lqpn6eKN190Nyl_y8FYOZGiUJyuQkqt-xiR3iWXVUO9K5fpoPvsTango7Gg4YRMKWIqIuT1CAVQ","org.mozilla.firefox","2018-05-02T02:34:41Z","1525228481178","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOGDWX6lqpn6eKN190Nyl_y8FYOZGiUJyuQkqt-xiR3iWXVUO9K5fpoPvsTango7Gg4YRMKWIqIuT1CAVQ","2018-05-02T02:34:25Z","1525228465788","fake",null,2018-05-02T02:34:41Z,2018-05-02T02:34:25Z,"en","1",1,false
"2015506297","55.0.2","2018-06-08T08:52:46Z","1528447966711","Hi. The Firefox Sync service is designed for you to port bookmarks between two devices running Firefox, such as a desktop computer and a mobile phone. You do not have to sign in and can just use Firefox standalone on one device and still have a great browsing experience. ^pw",2018-06-08T08:52:46Z,"sf340n",55,"gp:AOqpTOF3nBuPvojjnSArxZa4iufCbZKZ5F_OxVMAvfQlNFsK6ssC8vdvU3cP-ua2AuVgvLKBroQNDj1u9cfZ4g","org.mozilla.firefox","2018-05-02T03:45:13Z","1525232713031","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOF3nBuPvojjnSArxZa4iufCbZKZ5F_OxVMAvfQlNFsK6ssC8vdvU3cP-ua2AuVgvLKBroQNDj1u9cfZ4g","2018-05-02T03:43:55Z","1525232635819","What the hell is with requiring two devices to be signed in? Seriously the dumbest thing I ever heard. Couldn't even bypass it. I got a different browser",null,2018-05-02T03:45:13Z,2018-05-02T03:43:55Z,"en","1",1,false
"2015548473","59.0.2","2018-06-14T22:49:48Z","1529016588993","Hi. Thank you for your feedback, we really do appreciate it. We are aware of this issue that we expect to be fixed in an update due on 26th June. You can follow progress on this issue here https://mzl.la/2xHtnkK",2018-06-14T22:49:48Z,"gtaxlwifi",59,"gp:AOqpTOEgbNzkNbzHoRXArnWYeUB4nzWhlHttB33dmEPToL-tMEEg-0XeMtqTfCNvlWhjwnsvnAq2rbTCt4fHrg","org.mozilla.firefox","2018-05-02T09:25:27Z","1525253127077","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOEgbNzkNbzHoRXArnWYeUB4nzWhlHttB33dmEPToL-tMEEg-0XeMtqTfCNvlWhjwnsvnAq2rbTCt4fHrg","2018-05-02T09:21:47Z","1525252907361","I read a few reviews and it seems Firefox is no longer compatible with Samsung, it freezes, it's as if it's in letterbox mode, completely useless on my galaxy tab... I'm very disappointed as I've been using Firefox for over a decade, time to part ways, goodbye...",null,2018-05-02T09:25:27Z,2018-05-02T09:21:47Z,"en","1",1,false
null,null,"2018-06-08T08:52:54Z","1528447974677","Hello, we'd like to look into this further. Please file a support request https://mzl.la/2JmrM8P with what you did, what happened and what you expected. Thanks! ^at",2018-06-08T08:52:54Z,"AQ5001",,"gp:AOqpTOE0aZk-_iPtp3dkny8vFOVvTUG704cbjWBzXG4jpo9iZFwdqsBMM0hKm4fL-wtmdSlLC1hvOrDyq8IiRA","org.mozilla.firefox","2018-05-02T10:34:08Z","1525257248234","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOE0aZk-_iPtp3dkny8vFOVvTUG704cbjWBzXG4jpo9iZFwdqsBMM0hKm4fL-wtmdSlLC1hvOrDyq8IiRA","2018-05-02T10:33:51Z","1525257231115","Losser app",null,2018-05-02T10:34:08Z,2018-05-02T10:33:51Z,"en","1",1,false
"2015470129","51.0.3","2018-06-08T08:52:44Z","1528447964025","Hi. I am sorry to hear that. Sometimes temporary files cached on your device slow down Firefox. You can clear them from Settings app - Storage - Cached Data. ^pw",2018-06-08T08:52:44Z,"sanders",51,"gp:AOqpTOGFrQ-LBnVuvHZZkH844-mr6Z-sQskbKrlU8atQnI_XazE5HigB-4YlUtXVe5LeEQIMyuNLJou6qgeVRA","org.mozilla.firefox","2018-05-02T15:42:56Z","1525275776606","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOGFrQ-LBnVuvHZZkH844-mr6Z-sQskbKrlU8atQnI_XazE5HigB-4YlUtXVe5LeEQIMyuNLJou6qgeVRA","2018-05-02T15:41:21Z","1525275681535","Very slow at rendering pages. Many pages do not render properly at all and are difficult to read. Sit and wait browser. If you don't like Chrome get Dolphin browser instead.",null,2018-05-02T15:42:56Z,2018-05-02T15:41:21Z,"en","2",2,false
"2015548473","59.0.2","2018-06-08T08:52:44Z","1528447964613","Hi. We love that you are a loyal Firefox user! Sometimes add-ons crash Firefox. Try uninstalling add-ons in Firefox menu - Add-ons. Also, check that you are using the latest version of Firefox and that you are not missing any Android updates. You can also clear the Cached Data in the Settings app - Storage. https://mzl.la/1mWdtIJ ^pw",2018-06-08T08:52:44Z,"greatqlte",59,"gp:AOqpTOH40DFAXqQQlXJ8rtlyxUTSxlrBBelLSO2jeop1y3TnNsxr8Hb0pPnpF3w3dxCnHWqS2P1rrLoUJFKAIg","org.mozilla.firefox","2018-05-02T17:44:06Z","1525283046446","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOH40DFAXqQQlXJ8rtlyxUTSxlrBBelLSO2jeop1y3TnNsxr8Hb0pPnpF3w3dxCnHWqS2P1rrLoUJFKAIg","2018-05-02T17:42:51Z","1525282971017","This app used to be good. I always chose Firefox over any other browser. But recently, the app has been crashing without warning. I really so hope that this issue is resolved soon.",null,2018-05-02T17:44:06Z,2018-05-02T17:42:51Z,"en","2",2,false
null,null,"2018-06-08T08:52:33Z","1528447953288","Hi. We’re sorry you’re having trouble with Firefox. Perhaps we can help solve your problem on the Support Forum - lots of people are there to provide one on one help. https://mzl.la/2sGCzQN ^pw",2018-06-08T08:52:33Z,"ferrari",,"gp:AOqpTOFp084JSmPFi3Prw1p-8pEiz25RX5HhezpuecYX4-YbBwrcyltLVfIpqF9YP4XrbQJN97vzhdGTV3XXtA","org.mozilla.firefox","2018-05-02T19:01:36Z","1525287696738","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOFp084JSmPFi3Prw1p-8pEiz25RX5HhezpuecYX4-YbBwrcyltLVfIpqF9YP4XrbQJN97vzhdGTV3XXtA","2018-05-02T18:59:39Z","1525287579345","Worst app no resume for downloading files.. waste app.... Actually 1 star rating kooda waste negative star idre -5 kodthide",null,2018-05-02T19:01:36Z,2018-05-02T18:59:39Z,"en","1",1,false
"2015548473","59.0.2","2018-06-12T22:13:00Z","1528841580751","Hallo, tut uns leid, dass Sie Probleme mit Firefox haben. Erweiterungen können Abstürze verursachen. Im Menü unter “Add-ons” können Sie ggf. Erweiterungen deinstallieren. Falls dies nichts bringt, helfen unsere Kollegen im Support-Forum gerne weiter: https://mzl.la/2M5zQZW",2018-06-12T22:13:00Z,"star2lte",59,"gp:AOqpTOH9snVcDwd83GSwT1iSMzDIxmrOzRpepqoaWgDz5i08Dcybr1eH9ayT9BJVPbT9t6_6_f2GpLE9dVNb6w","org.mozilla.firefox","2018-05-02T19:11:28Z","1525288288722","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOH9snVcDwd83GSwT1iSMzDIxmrOzRpepqoaWgDz5i08Dcybr1eH9ayT9BJVPbT9t6_6_f2GpLE9dVNb6w","2018-05-02T19:10:13Z","1525288213403","Firefox stürzt in letzter Zeit regelmäßig plötzlich auf dem Smartphone ab und schließt sich.",null,2018-05-02T19:11:28Z,2018-05-02T19:10:13Z,"de","2",2,false
"2015538137","58.0.1","2018-06-12T22:13:24Z","1528841604466","Hi, would you be able to file a support request https://mzl.la/2JmrM8P with what you did, what happened and what you expected. ^at",2018-06-12T22:13:24Z,"TECNO-CX-Air",58,"gp:AOqpTOEzMYczTVWAGfW-r0VCxdc4uEzgOu8FjxXfVOXv4Y_Tc35UCs5OIesgPz6l6B2DUMmDaG5BiV0OX5ZTRQ","org.mozilla.firefox","2018-05-02T20:41:47Z","1525293707868","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOEzMYczTVWAGfW-r0VCxdc4uEzgOu8FjxXfVOXv4Y_Tc35UCs5OIesgPz6l6B2DUMmDaG5BiV0OX5ZTRQ","2018-05-02T20:36:29Z","1525293389177","Keep saying download pending",null,2018-05-02T20:41:47Z,2018-05-02T20:36:29Z,"en","1",1,false
"2015548473","59.0.2","2018-06-14T22:49:59Z","1529016599437","Hi. I am sorry to hear that. Sometimes add-ons can slow down Firefox. Try uninstalling add-ons in Firefox menu - Add-ons. Also, check that you are using the latest version of Firefox and that you are not missing any Android updates. https://mzl.la/1mWdtIJ ^pw",2018-06-14T22:49:59Z,"ASUS_A007",59,"gp:AOqpTOHTW_8pZ_nzwVqx8g8m6dZZ_GekiGu9ARVw-NLAndy0LX8JH_MqSrPKtfR2hy5MxTSB_PbPgaaB1Jvkrg","org.mozilla.firefox","2018-05-02T22:29:09Z","1525300149648","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOHTW_8pZ_nzwVqx8g8m6dZZ_GekiGu9ARVw-NLAndy0LX8JH_MqSrPKtfR2hy5MxTSB_PbPgaaB1Jvkrg","2018-05-02T22:28:37Z","1525300117980","dissapointed. slower than other apps",null,2018-05-02T22:29:09Z,2018-05-02T22:28:37Z,"en","1",1,false
"2015548473","59.0.2","2018-06-08T08:52:37Z","1528447957848","Hi. Thank you for your feedback, we really do appreciate it. I think we may need to look into this in more depth for you on our Support Forum - lots of people are there to provide one on one help. https://mzl.la/2sGCzQN ^pw",2018-06-08T08:52:37Z,"dreamlte",59,"gp:AOqpTOFNnzZkbRgsad6exdOB4OMaQHaIw9Iv-_zlbb137bY2lM5FDQ-Bf_5FNxI2_sjX5y0QyQaieGujPh2xYg","org.mozilla.firefox","2018-05-03T05:46:45Z","1525326405869","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOFNnzZkbRgsad6exdOB4OMaQHaIw9Iv-_zlbb137bY2lM5FDQ-Bf_5FNxI2_sjX5y0QyQaieGujPh2xYg","2018-05-02T23:37:04Z","1525304224073","Current version is terrible when it comes to handling multiple tab streaming - will randomly switch between tabs.",null,2018-05-03T05:46:45Z,2018-05-02T23:37:04Z,"en","1",1,false
"2015548473","59.0.2","2018-06-08T08:52:37Z","1528447957390","Hi. Thank you for your feedback, we really do appreciate it. We may need to look into this issue in more detail on the Support Forum - lots of people are there to provide one on one help. https://mzl.la/2sGCzQN ^pw",2018-06-08T08:52:37Z,"dreamlte",59,"gp:AOqpTOHtbKFBc6HS8lGo7Cg8EVKrFQCp2rZfrIPYpSH446DB-2NcNvoiAY6kNxVCLRwxhM1HCrMYNCb5d5GaEA","org.mozilla.firefox","2018-05-03T06:13:46Z","1525328026510","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOHtbKFBc6HS8lGo7Cg8EVKrFQCp2rZfrIPYpSH446DB-2NcNvoiAY6kNxVCLRwxhM1HCrMYNCb5d5GaEA","2018-05-03T06:12:11Z","1525327931854","Used to love it. But in the last three days firefox used 1.1 GB in the background while on mobile data and used up almost all of my data. Other than that it's a great browser and deserves 5 stars",null,2018-05-03T06:13:46Z,2018-05-03T06:12:11Z,"en","1",1,false
"2015548473","59.0.2","2018-06-08T08:52:31Z","1528447951128","Hi. Thank you for your feedback, we do appreciate it. We are aware of this issue and hope to have it fixed in an update due out on 26th June. I hope you can come back to Firefox for Android at that time. ^pw",2018-06-08T08:52:31Z,"dreamqltesq",59,"gp:AOqpTOFOkdfuQBYyBfPndYPYv3qtW89ZtqD2Mpkc-tMDrmHMQX8r7IYtiB2_SKUsyME6kh_6hrlYmKJv6nsPfw","org.mozilla.firefox","2018-05-03T11:24:05Z","1525346645341","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOFOkdfuQBYyBfPndYPYv3qtW89ZtqD2Mpkc-tMDrmHMQX8r7IYtiB2_SKUsyME6kh_6hrlYmKJv6nsPfw","2018-05-03T11:23:04Z","1525346584727","5 star app but repeatedly forces quit on my S8! Once this bug is fixed it'll be back to 5 star, but crashing a few times a day is making me switch...",null,2018-05-03T11:24:05Z,2018-05-03T11:23:04Z,"en","1",1,false
"2015548473","59.0.2","2018-06-08T08:52:36Z","1528447956398","Sometimes add-ons crash Firefox. Try uninstalling add-ons in Firefox menu - Add-ons. Also, check that you are using the latest version of Firefox and that you are not missing any Android updates. You can also clear the Cached Data in the Settings app - Storage. http://mzl.la/1mPeNxq",2018-06-08T08:52:36Z,"dreamqltesq",59,"gp:AOqpTOE9W2RB21KcF89l3YwlGMFBsltjb5xu9xZmXg2YtDK5Rnoj0K3-0mGHNk-sDhrviR023jRDyyM2THbx_A","org.mozilla.firefox","2018-05-03T12:55:08Z","1525352108395","https://play.google.com/apps/publish?account=7083182635971239206#ReviewDetailsPlace:p=org.mozilla.firefox&reviewid=gp:AOqpTOE9W2RB21KcF89l3YwlGMFBsltjb5xu9xZmXg2YtDK5Rnoj0K3-0mGHNk-sDhrviR023jRDyyM2THbx_A","2018-05-03T12:52:17Z","1525351937307","Why does Firefox keep crashing? I can't use the app without it force closing at least once. I'm very disappointed, since I prefer to use Firefox on both my PC and my phone.",null,2018-05-03T12:55:08Z,2018-05-03T12:52:17Z,"en","2",2,false
